,director_name,actor_2_name,actor_1_name,clean_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,imdb_score,movieId,year,genres,budget,original_title,popularity,revenue,title,language_n,year_n,country_n,content_rating_n,director_name_n,actor_1_name_n,actor_2_name_n,actor_3_name_n
275,Joe Wright,Cara Delevingne,Hugh Jackman,pan,21393,Nonso Anozie,English,USA,PG,5.8,127001,1995,Romance|Family|Adventure|Fantasy|Drama|Action,0,Pan,0.037362,0.0,Pan,1,5,1,2,5,15,1,2
281,Rob Minkoff,Zach Callison,Ty Burrell,mr. peabody & sherman,5810,Karan Brar,English,USA,PG,6.9,109846,2014,Sci-Fi|Family|Animation|Adventure|Comedy,145000000,Mr. Peabody & Sherman,9.493838,272912430.0,Mr. Peabody & Sherman,1,5,1,2,3,6,1,2
282,Wolfgang Petersen,Orlando Bloom,Brad Pitt,troy,17944,Julian Glover,English,USA,R,7.2,7458,2004,Adventure|Drama|War|Action,175000000,Troy,15.387275,497409852.0,Troy,1,5,1,4,4,24,7,4
283,Eric Darnell,Martin Short,Jada Pinkett Smith,madagascar 3: europe's most wanted,2444,Cedric the Entertainer,English,USA,PG,6.9,95105,2012,IMAX|Children|Family|Animation|Adventure|Comedy,145000000,Madagascar 3: Europe's Most Wanted,13.829042000000001,746921274.0,Madagascar 3: Europe's Most Wanted,1,5,1,2,5,10,4,8
284,Lee Tamahori,Colin Salmon,Toby Stephens,die another day,2538,Rick Yune,English,UK,PG-13,6.1,5872,2002,Action|Thriller|Adventure,140000000,Die Another Day,12.996474000000001,431971116.0,Die Another Day,1,5,2,1,3,2,8,2
285,Michael Bay,Steve Buscemi,Bruce Willis,armageddon,26029,Will Patton,English,USA,PG-13,6.6,1917,1998,Sci-Fi|Romance|Thriller|Action|Adventure,140000000,Armageddon,13.235111999999999,553799566.0,Armageddon,1,5,1,1,10,26,30,4
288,Robert Zemeckis,Anthony Hopkins,Robin Wright,beowulf,31523,Sebastian Roché,English,USA,PG-13,6.3,27003,1999,Sci-Fi|Animation|Action|Fantasy|Horror|Adventure,20000000,Beowulf,7.745765,1531251.0,Beowulf,1,5,1,1,10,8,20,1
292,Brad Bird,Jeremy Renner,Tom Cruise,mission: impossible - ghost protocol,21768,Michael Nyqvist,English,USA,PG-13,7.4,91630,2011,Action|IMAX|Thriller|Adventure,145000000,Mission: Impossible - Ghost Protocol,14.258429999999999,694713380.0,Mission: Impossible - Ghost Protocol,1,5,1,1,2,21,6,1
293,Peter Ramsey,Kamil McFadden,Hugh Jackman,rise of the guardians,20645,Khamani Griffin,English,USA,PG,7.3,98243,2012,IMAX|Family|Animation|Adventure|Fantasy,145000000,Rise of the Guardians,10.943775,306941670.0,Rise of the Guardians,1,5,1,2,1,15,1,2
294,Dean Parisot,Richard Burgi,John Michael Higgins,fun with dick and jane,1997,David Herman,English,USA,PG-13,6.1,6519,1977,Crime|Comedy,3000000,Fun with Dick and Jane,1.224832,0.0,Fun with Dick and Jane,1,4,1,1,4,8,2,2
298,Ridley Scott,María Valverde,Christian Bale,exodus: gods and kings,26490,Ben Mendelsohn,English,UK,PG-13,6.1,116887,2014,Action|Drama|Adventure,140000000,Exodus: Gods and Kings,16.320249,268031828.0,Exodus: Gods and Kings,1,5,2,1,13,17,1,7
300,J.J. Abrams,Leonard Nimoy,Chris Hemsworth,star trek,39284,Bruce Greenwood,English,USA,PG-13,8.0,68358,2009,Action|IMAX|Sci-Fi|Adventure,150000000,Star Trek,15.362632000000001,385680446.0,Star Trek,1,5,1,1,4,8,8,17
301,Sam Raimi,James Franco,J.K. Simmons,spider-man,40484,Kirsten Dunst,English,USA,PG-13,7.3,5349,2002,Sci-Fi|Romance|Thriller|Action|Fantasy|Adventure,139000000,Spider-Man,29.413341,821708551.0,Spider-Man,1,5,1,1,6,22,21,22
302,Dean DeBlois,Djimon Hounsou,Gerard Butler,how to train your dragon 2,23378,America Ferrera,English,USA,PG,7.9,112175,2014,Family|Animation|Action|Adventure|Fantasy|Comedy,145000000,How to Train Your Dragon 2,12.256689,609123048.0,How to Train Your Dragon 2,1,5,1,2,3,20,12,5
303,Rob Cohen,Joe Morton,Sam Shepard,stealth,2705,Richard Roxburgh,English,USA,PG-13,5.0,34334,2005,Action|Sci-Fi|Thriller|Adventure,135000000,Stealth,13.890179999999999,76932943.0,Stealth,1,5,1,1,6,11,8,4
304,Zack Snyder,Billy Crudup,Matt Frewer,watchmen,2530,Stephen McHattie,English,USA,R,7.7,60684,2009,Sci-Fi|Mystery|IMAX|Thriller|Action|Drama,130000000,Watchmen,16.551503,185258983.0,Watchmen,1,5,1,4,6,3,7,4
305,Richard Donner,Rene Russo,Jet Li,lethal weapon 4,6171,Darlene Love,English,USA,R,6.6,1918,1998,Action|Comedy|Crime|Thriller,140000000,Lethal Weapon 4,14.470551,285444603.0,Lethal Weapon 4,1,5,1,4,10,6,7,1
306,Ang Lee,Regi Davis,Kevin Rankin,hulk,1814,Celia Weston,English,USA,PG-13,5.7,6534,2003,Action|Sci-Fi|Adventure,137000000,Hulk,15.422638000000001,245360480.0,Hulk,1,5,1,1,6,2,1,5
307,Jon M. Chu,Dwayne Johnson,Channing Tatum,g.i. joe: retaliation,31958,Elodie Yung,English,USA,PG-13,5.8,101076,2013,IMAX|Sci-Fi|Thriller|Action|Adventure,130000000,G.I. Joe: Retaliation,10.560608,371876278.0,G.I. Joe: Retaliation,1,5,1,1,3,15,13,1
308,Breck Eisner,Rainn Wilson,Matthew McConaughey,sahara,13073,Delroy Lindo,English,UK,PG-13,6.0,5001,1943,Thriller|Action|Adventure|Drama|War|Comedy,0,Sahara,2.27778,0.0,Sahara,1,2,2,1,1,19,6,9
320,Hironobu Sakaguchi,Ming-Na Wen,Steve Buscemi,final fantasy: the spirits within,15015,Jean Simmons,English,USA,PG-13,6.4,4446,2001,Sci-Fi|Romance|Animation|Action|Fantasy|Adventure,137000000,Final Fantasy: The Spirits Within,10.223851,85131830.0,Final Fantasy: The Spirits Within,1,5,1,1,1,30,4,2
321,Joe Johnston,Dominic Cooper,Chris Evans,captain america: the first avenger,19761,Hayley Atwell,English,USA,PG-13,6.9,88140,2011,Sci-Fi|Thriller|Action|Adventure|War,140000000,Captain America: The First Avenger,19.323582000000002,370569774.0,Captain America: The First Avenger,1,5,1,1,3,9,5,4
322,Peter Weir,Lee Ingleby,James D'Arcy,master and commander: the far side of the world,1205,David Threlfall,English,USA,PG-13,7.4,6947,2003,History|Action|Adventure|Drama|War,150000000,Master and Commander: The Far Side of the World,8.693298,212011111.0,Master and Commander: The Far Side of the World,1,5,1,1,3,3,1,1
323,missing,Philip Michael Thomas,Don Johnson,miami vice,1687,John Diehl,English,USA,TV-14,7.5,47044,2006,Mystery|Thriller|Crime|Action|Drama,135000000,Miami Vice,11.72545,163794509.0,Miami Vice,1,5,1,5,0,5,1,1
324,David Soren,Snoop Dogg,Ryan Reynolds,turbo,17416,Ben Schwartz,English,USA,PG,6.5,103755,2013,Children|Family|Animation|Adventure|Fantasy|Comedy|Sport,135000000,Turbo,8.979753,282570682.0,Turbo,1,5,1,2,1,11,5,2
325,Gore Verbinski,Ray Winstone,Johnny Depp,rango,43291,Stephen Root,English,USA,PG,7.2,84944,2011,Children|Family|Animation|Adventure|Action|Western|Comedy,135000000,Rango,10.581925,245724603.0,Rango,1,5,1,2,5,27,12,14
326,Eric Darnell,Annet Mahendru,Benedict Cumberbatch,penguins of madagascar,19963,Andy Richter,English,USA,PG,6.7,117851,2014,Children|Family|Animation|Adventure|Comedy,132000000,Penguins of Madagascar,22.201607,373552094.0,Penguins of Madagascar,1,5,1,2,5,7,1,3
327,Mark Osborne,Wayne Knight,Angelina Jolie Pitt,kung fu panda,12754,Dan Fogler,English,USA,PG,7.6,59784,2008,IMAX|Children|Family|Animation|Action|Adventure|Comedy,130000000,Kung Fu Panda,16.897541,631744560.0,Kung Fu Panda,1,5,1,2,1,19,6,5
328,Tim Johnson,Matt Jones,Jim Parsons,home,17883,April Winchell,English,USA,PG,6.7,69529,2009,Sci-Fi|Family|Animation|Adventure|Fantasy|Comedy|Documentary,0,Home,6.05028,0.0,Home,1,5,1,2,2,2,1,1
382,Steven Spielberg,Lisa Ann Walter,Tom Cruise,war of the worlds,12758,Rick Gonzalez,English,USA,PG-13,6.5,34048,2005,Adventure|Sci-Fi|Action|Thriller,132000000,War of the Worlds,19.929377,591739379.0,War of the Worlds,1,5,1,1,19,21,5,4
384,Michael Bay,Henry Rollins,Will Smith,bad boys ii,12954,Jordi Mollà,English,USA,R,6.6,6548,2003,Action|Crime|Comedy|Thriller,130000000,Bad Boys II,8.191436,273339556.0,Bad Boys II,1,5,1,4,10,13,2,7
385,Phillip Noyce,Andre Braugher,Angelina Jolie Pitt,salt,12406,August Diehl,English,USA,PG-13,6.4,79293,2010,Action|Mystery|Crime|Thriller,110000000,Salt,8.704455000000001,293329073.0,Salt,1,5,1,1,5,19,5,1
386,Darren Aronofsky,Emma Watson,Anthony Hopkins,noah,32355,Logan Lerman,English,USA,PG-13,5.8,110127,2014,Action|IMAX|Drama|Adventure,125000000,Noah,14.924487,362637473.0,Noah,1,5,1,1,5,20,3,8
388,Alfonso Cuarón,Gary Oldman,Daniel Radcliffe,harry potter and the prisoner of azkaban,33284,Rupert Grint,English,UK,PG,7.8,8368,2004,IMAX|Mystery|Family|Adventure|Fantasy,130000000,Harry Potter and the Prisoner of Azkaban,28.460276,789804554.0,Harry Potter and the Prisoner of Azkaban,1,5,2,2,3,5,13,6
389,Baz Luhrmann,Bryan Brown,Essie Davis,australia,921,Eddie Baroo,English,Australia,PG-13,6.6,63853,2008,Romance|Adventure|Western|Drama|War,130000000,Australia,9.566135000000001,49554002.0,Australia,1,5,5,1,2,1,1,1
390,M. Night Shyamalan,Zoë Kravitz,Will Smith,after earth,14168,Glenn Morshower,English,USA,PG-13,4.9,102880,2013,Action|IMAX|Sci-Fi|Adventure,130000000,After Earth,10.747641999999999,243843127.0,After Earth,1,5,1,1,4,13,3,3
391,Eric Leighton,D.B. Sweeney,Alfre Woodard,dinosaur,2945,Della Reese,English,USA,PG,6.5,3615,2000,Children|Family|Thriller|Animation|Adventure,127500000,Dinosaur,9.998415,354248063.0,Dinosaur,1,5,1,2,1,10,4,1
392,Shawn Levy,Rami Malek,Robin Williams,night at the museum: secret of the tomb,53587,Steve Coogan,English,USA,PG,6.2,119155,2014,Children|Family|Adventure|Fantasy|Comedy,127000000,Night at the Museum: Secret of the Tomb,19.539436,349424282.0,Night at the Museum: Secret of the Tomb,1,5,1,2,9,23,4,12
393,Tom McGrath,Brad Pitt,J.K. Simmons,megamind,46120,Will Ferrell,English,USA,PG,7.3,81564,2010,Sci-Fi|Children|IMAX|Family|Animation|Action|Comedy,130000000,Megamind,11.603905000000001,321887208.0,Megamind,1,5,1,2,1,22,24,24
394,Robert Schwentke,Jeff Bridges,Ryan Reynolds,r.i.p.d.,31549,Stephanie Szostak,English,USA,PG-13,5.6,103655,2013,Action|Comedy|Fantasy,130000000,R.I.P.D.,9.369679,61648500.0,R.I.P.D.,1,5,1,1,4,11,14,4
395,Gore Verbinski,Orlando Bloom,Johnny Depp,pirates of the caribbean: the curse of the black pearl,48184,Jack Davenport,English,USA,PG-13,8.1,6539,2003,Action|Comedy|Fantasy|Adventure,140000000,Pirates of the Caribbean: The Curse of the Black Pearl,47.326665000000006,655011224.0,Pirates of the Caribbean: The Curse of the Black Pearl,1,5,1,1,5,27,7,3
396,Francis Lawrence,Philip Seymour Hoffman,Jennifer Lawrence,the hunger games: mockingjay - part 1,81385,Josh Hutcherson,English,USA,PG-13,6.7,116823,2014,Adventure|Sci-Fi|Thriller,125000000,The Hunger Games: Mockingjay - Part 1,147.098006,752100229.0,The Hunger Games: Mockingjay - Part 1,1,5,1,1,3,8,18,10
397,Carlos Saldanha,Rachel Crow,Miguel Ferrer,rio 2,1031,Jeffrey Garcia,English,USA,G,6.4,110655,2014,Children|Family|Animation|Adventure|Comedy|Musical,103000000,Rio 2,8.18534,500188435.0,Rio 2,1,5,1,3,3,2,1,1
398,Guy Ritchie,Eddie Marsan,Robert Downey Jr.,sherlock holmes: a game of shadows,22403,Paul Anderson,English,USA,PG-13,7.5,91542,2011,Mystery|Thriller|Crime|Action|Adventure|Comedy,125000000,Sherlock Holmes: A Game of Shadows,18.695329,334615000.0,Sherlock Holmes: A Game of Shadows,1,5,1,1,5,20,10,2
399,Louis Leterrier,Jason Flemyng,Liam Neeson,clash of the titans,18003,Alexa Davalos,English,USA,PG-13,5.8,5540,1981,Action|Romance|Fantasy|Adventure,15000000,Clash of the Titans,7.5038100000000005,41092328.0,Clash of the Titans,1,4,1,1,3,24,13,1
407,Paul Verhoeven,Rachel Ticotin,Ronny Cox,total recall,1441,Marshall Bell,English,USA,R,7.5,2916,1990,Action|Sci-Fi|Thriller|Adventure,65000000,Total Recall,12.954444,261317921.0,Total Recall,1,4,1,4,4,5,1,2
415,Joel Schumacher,Vivica A. Fox,Michael Gough,batman & robin,2699,John Glover,English,USA,PG-13,3.7,1562,1997,Action|Thriller|Fantasy|Adventure,125000000,Batman & Robin,17.038823999999998,238207122.0,Batman & Robin,1,5,1,1,9,5,10,1
416,John Woo,Dougray Scott,Tom Cruise,mission: impossible ii,11930,Richard Roxburgh,English,USA,PG-13,6.1,3623,2000,Action|Thriller|Adventure,125000000,Mission: Impossible II,18.97178,546388105.0,Mission: Impossible II,1,5,1,1,5,21,7,4
417,Ang Lee,Rafe Spall,Suraj Sharma,life of pi,2121,Tabu,English,USA,PG,8.0,97938,2012,Adventure|Drama|Fantasy|IMAX,120000000,Life of Pi,14.045042,609016565.0,Life of Pi,1,5,1,2,6,2,4,1
418,Mark Steven Johnson,Matt Long,Nicolas Cage,ghost rider,14017,Peter Fonda,English,USA,PG-13,5.2,51077,2007,Action|Fantasy|Thriller,110000000,Ghost Rider,11.902353999999999,228738393.0,Ghost Rider,1,5,1,1,3,22,2,3
419,McG,Bernie Mac,Demi Moore,charlie's angels: full throttle,4046,Justin Theroux,English,USA,PG-13,4.8,6503,2003,Thriller|Crime|Action|Adventure|Comedy,120000000,Charlie's Angels: Full Throttle,7.821116,259175788.0,Charlie's Angels: Full Throttle,1,5,1,1,6,9,10,4
420,Ridley Scott,Charlize Theron,Michael Fassbender,prometheus,24098,Sean Harris,English,USA,R,7.0,94864,2012,Sci-Fi|Mystery|IMAX|Adventure|Horror|Action,130000000,Prometheus,16.624854,403170142.0,Prometheus,1,5,1,4,13,10,13,3
421,Rob Minkoff,Brad Garrett,Nathan Lane,stuart little 2,2682,Melanie Griffith,English,USA,PG,5.4,5480,2002,Children|Family|Animation|Adventure|Fantasy|Comedy,120000000,Stuart Little 2,9.274909,169956806.0,Stuart Little 2,1,5,1,2,3,8,4,4
422,Neill Blomkamp,Sharlto Copley,Matt Damon,elysium,17689,Alice Braga,English,USA,R,6.6,103253,2013,IMAX|Sci-Fi|Thriller|Action|Drama,115000000,Elysium,15.232738000000001,286140700.0,Elysium,1,5,1,4,3,24,4,5
423,José Padilha,Abbie Cornish,Gary Oldman,robocop,14161,Jennifer Ehle,English,USA,PG-13,6.2,2985,1987,Sci-Fi|Thriller|Crime|Action|Drama,13000000,RoboCop,13.485582999999998,53000000.0,RoboCop,1,4,1,1,1,13,7,5
431,Lana Wachowski,Kick Gurry,Scott Porter,speed racer,902,Nicholas Elia,English,USA,PG,6.1,59037,2008,Sci-Fi|Children|IMAX|Family|Action|Sport,120000000,Speed Racer,7.134167999999999,93945766.0,Speed Racer,1,5,1,2,3,6,1,1
432,James L. Brooks,Domenick Lombardozzi,Shelley Conn,how do you know,993,Teyonah Parris,English,USA,PG-13,5.3,82499,2010,Drama|Comedy|Romance,120000000,How Do You Know,5.458387,48668907.0,How Do You Know,1,5,1,1,3,1,1,1
433,James Mangold,Marc Blucas,Tom Cruise,knight and day,12731,Jordi Mollà,English,USA,PG-13,6.3,79185,2010,Action|Thriller|Comedy|Romance,117000000,Knight and Day,12.758942,261930431.0,Knight and Day,1,5,1,1,7,21,5,7
434,Joseph Kosinski,Tom Cruise,Morgan Freeman,oblivion,22004,Zoë Bell,English,USA,PG-13,7.0,101864,2013,IMAX|Sci-Fi|Mystery|Action|Adventure,120000000,Oblivion,14.654053,286168572.0,Oblivion,1,5,1,1,2,33,21,1
437,George Lucas,Christopher Lee,Natalie Portman,star wars: episode iii - revenge of the sith,44042,Hayden Christensen,English,USA,PG-13,7.6,33493,2005,Action|Sci-Fi|Fantasy|Adventure,113000000,Star Wars: Episode III - Revenge of the Sith,13.165420999999998,850000000.0,Star Wars: Episode III - Revenge of the Sith,1,5,1,1,4,17,9,10
438,George Lucas,Christopher Lee,Natalie Portman,star wars: episode ii - attack of the clones,42990,Hayden Christensen,English,USA,PG,6.7,5378,2002,IMAX|Sci-Fi|Action|Fantasy|Adventure,120000000,Star Wars: Episode II - Attack of the Clones,14.072510999999999,649398328.0,Star Wars: Episode II - Attack of the Clones,1,5,1,2,4,17,9,10
439,Pete Docter,John Ratzenberger,Steve Buscemi,"monsters, inc.",15013,James Coburn,English,USA,G,8.1,4886,2001,Children|Family|Animation|Adventure|Fantasy|Comedy,115000000,"Monsters, Inc.",26.419961999999998,562816256.0,"Monsters, Inc.",1,5,1,3,2,30,9,5
440,George Lucas,Liam Neeson,Natalie Portman,star wars: episode i - the phantom menace,37723,Ian McDiarmid,English,USA,PG,6.5,2628,1999,Action|Sci-Fi|Fantasy|Adventure,115000000,Star Wars: Episode I - The Phantom Menace,15.649091,924317558.0,Star Wars: Episode I - The Phantom Menace,1,5,1,2,4,17,24,2
441,John Woo,Roger Willie,Nicolas Cage,windtalkers,15046,Noah Emmerich,English,USA,R,6.0,5420,2002,Action|Drama|War,115000000,Windtalkers,7.455875,77628265.0,Windtalkers,1,5,1,4,5,22,1,7
442,Jonathan Liebesman,Danny Woodburn,Noel Fisher,teenage mutant ninja turtles,2690,Jeremy Howard,English,USA,PG-13,5.9,3438,1990,Sci-Fi|Children|Action|Adventure|Fantasy|Comedy,13500000,Teenage Mutant Ninja Turtles,13.184585,202000000.0,Teenage Mutant Ninja Turtles,1,4,1,1,3,2,4,1
450,Alfonso Cuarón,Basher Savage,Phaldut Sharma,gravity,87,Amy Warren,English,UK,PG-13,7.8,104841,2013,Sci-Fi|IMAX|Thriller|Adventure|Action|Drama,0,Schwerkraft,0.594783,0.0,Gravity,1,5,2,1,3,1,1,1
452,Roger Donaldson,Grant Heslov,Jamie Renée Smith,dante's peak,1569,Tzi Ma,English,USA,PG-13,5.8,1438,1997,Action|Thriller|Adventure,116000000,Dante's Peak,7.240753,178127760.0,Dante's Peak,1,5,1,1,3,1,2,3
453,Josh Trank,Reg E. Cathey,Tim Blake Nelson,fantastic four,1261,Tim Heidecker,English,USA,PG-13,4.3,34150,2005,Action|Sci-Fi|Adventure,100000000,Fantastic Four,19.382082,330579719.0,Fantastic Four,1,5,1,1,2,7,3,1
457,Shawn Levy,Rami Malek,Robin Williams,night at the museum,55486,Steve Coogan,English,USA,PG,6.4,46972,2006,IMAX|Family|Action|Fantasy|Adventure|Comedy,110000000,Night at the Museum,16.661966,574480841.0,Night at the Museum,1,5,1,2,9,23,4,12
458,Roger Spottiswoode,Colin Salmon,Vincent Schiavelli,tomorrow never dies,2958,Joe Don Baker,English,UK,PG-13,6.5,1722,1997,Action|Thriller|Adventure,110000000,Tomorrow Never Dies,17.159576,333011068.0,Tomorrow Never Dies,1,5,2,1,1,5,8,4
459,Steven Soderbergh,Julia Roberts,Brad Pitt,ocean's twelve,19359,Mini Anden,English,USA,PG-13,6.4,8984,2004,Thriller|Crime|Action|Comedy,110000000,Ocean's Twelve,11.869347,362744280.0,Ocean's Twelve,1,5,1,1,12,24,22,1
460,Doug Liman,Angelina Jolie Pitt,Brad Pitt,mr. & mrs. smith,22722,Stephanie March,English,USA,PG-13,6.5,2205,1941,Romance|Thriller|Crime|Action|Comedy,0,Mr. & Mrs. Smith,2.761605,0.0,Mr. & Mrs. Smith,1,2,1,1,6,24,19,1
464,Robert Schwentke,Theo James,Kate Winslet,insurgent,22622,Mekhi Phifer,English,USA,PG-13,6.3,130490,2015,Sci-Fi|Romance|Thriller|Adventure|Action,110000000,Insurgent,27.887186,295238201.0,Insurgent,1,6,1,1,4,17,3,11
465,Rob Letterman,Catherine Tate,James Corden,gulliver's travels,1173,Olly Alexander,English,USA,PG,4.9,2899,1939,Children|Animation|Family|Adventure|Fantasy|Comedy,0,Gulliver's Travels,2.059715,0.0,Gulliver's Travels,1,2,1,2,1,5,1,2
477,Noam Murro,Sullivan Stapleton,Eva Green,300: rise of an empire,10583,Peter Mensah,English,USA,R,6.2,109673,2014,IMAX|Action|Fantasy|Drama|War,110000000,300: Rise of an Empire,12.904677000000001,337580051.0,300: Rise of an Empire,1,5,1,4,1,3,2,3
478,Will Finn,Roseanne Barr,Steve Buscemi,home on the range,13607,G.W. Bailey,English,USA,PG,5.4,7374,2004,Children|Animation|Family|Music|Western|Comedy|Musical,110000000,Home on the Range,8.555544,103951461.0,Home on the Range,1,5,1,2,2,30,1,2
479,Shawn Levy,Torey Michael Adkins,Hugh Jackman,real steel,22254,Olga Fonda,English,USA,PG-13,7.1,90249,2011,Sci-Fi|IMAX|Action|Drama|Sport,110000000,Real Steel,19.265552,299268508.0,Real Steel,1,5,1,1,9,15,1,1
480,Jan de Bont,Temuera Morrison,Jason Patric,speed 2: cruise control,2027,Lois Chiles,English,USA,PG-13,3.7,1556,1997,Action|Thriller|Crime|Romance,160000000,Speed 2: Cruise Control,11.268531,164508066.0,Speed 2: Cruise Control,1,5,1,1,4,4,3,2
481,Gavin Hood,Moises Arias,Harrison Ford,ender's game,12908,Aramis Knight,English,USA,PG-13,6.7,106002,2013,Action|IMAX|Sci-Fi|Adventure,110000000,Ender's Game,12.500305,125537191.0,Ender's Game,1,5,1,1,4,20,4,1
482,Len Wiseman,Jonathan Sadowski,Bruce Willis,live free or die hard,13961,Cyril Raffaelli,English,USA,PG-13,7.2,53972,2007,Action|Thriller|Crime|Adventure,110000000,Live Free or Die Hard,14.886039000000002,383531464.0,Live Free or Die Hard,1,5,1,1,3,26,2,1
483,Frank Coraci,Steve Coogan,Jim Broadbent,around the world in 80 days,3175,Cécile De France,English,USA,PG,5.8,952,1956,Action|Comedy|Adventure,110000000,Around the World in 80 Days,7.8250720000000005,72178895.0,Around the World in 80 Days,1,3,1,2,5,20,12,2
491,Michael Mann,Jada Pinkett Smith,Will Smith,ali,14196,Joe Morton,English,USA,R,6.8,5009,2001,Drama|Biography|Sport,107000000,Ali,9.303104,87713825.0,Ali,1,5,1,4,4,13,10,8
492,Alex Proyas,Bruce Greenwood,Will Smith,"i, robot",12068,Chi McBride,English,USA,PG-13,7.1,8644,2004,Sci-Fi|Mystery|Thriller|Action|Adventure,120000000,"I, Robot",14.43075,347234916.0,"I, Robot",1,5,1,1,3,13,17,5
493,Ridley Scott,Orlando Bloom,Liam Neeson,kingdom of heaven,19600,Philip Glenister,English,USA,R,7.2,33162,2005,History|Romance|Action|Adventure|Drama|War,130000000,Kingdom of Heaven,16.296471,211643158.0,Kingdom of Heaven,1,5,1,4,13,24,7,1
494,Rob Minkoff,Nathan Lane,Chazz Palminteri,stuart little,3382,Jeffrey Jones,English,Germany,PG,5.9,3157,1999,Children|Family|Adventure|Fantasy|Comedy,133000000,Stuart Little,8.3595,300135367.0,Stuart Little,1,5,6,2,3,9,8,8
495,Michael Bay,Steve Buscemi,Scarlett Johansson,the island,34839,Djimon Hounsou,English,USA,PG-13,6.9,63515,2006,Sci-Fi|Mystery|Romance|Thriller|Action|Adventure|Drama,0,The Island,1.282124,0.0,The Island,1,5,1,1,10,16,30,12
503,Peter Chelsom,Warren Beatty,Del Zamora,town & country,3133,Garry Shandling,English,New Line,R,4.4,4268,2001,Comedy|Romance,90000000,Town & Country,1.9010650000000002,10372291.0,Town & Country,1,5,7,4,4,2,5,3
504,Ridley Scott,Connie Nielsen,Djimon Hounsou,gladiator,6521,Oliver Reed,English,USA,R,8.5,3578,2000,Action|Drama|Adventure|Romance,103000000,Gladiator,23.186667,457640427.0,Gladiator,1,5,1,4,13,12,7,3
506,Steven Spielberg,Frank Grillo,Tom Cruise,minority report,12546,Jessica Capshaw,English,USA,PG-13,7.7,5445,2002,Sci-Fi|Mystery|Thriller|Crime|Action,102000000,Minority Report,20.666063,358372926.0,Minority Report,1,5,1,1,19,21,6,2
507,Chris Columbus,Rupert Grint,Daniel Radcliffe,harry potter and the chamber of secrets,35672,Emma Watson,English,UK,PG,7.4,5816,2002,Adventure|Mystery|Fantasy|Family,100000000,Harry Potter and the Chamber of Secrets,29.741452000000002,876688482.0,Harry Potter and the Chamber of Secrets,1,5,2,2,9,5,6,3
